id,text,date,article_prior,snippet,snip_sent_inds,html
65932,"We hope you have enjoyed your complimentary access for the month. ### To continue viewing content on tucson.com, please sign in with your existing account or subscribe. ### Thank you for signing up! ### We have not been able to find your subscription. ### Current Subscriber? ### You have read of your 10 complimentary tucson.com article(s) this month. ### Subscribe today for unlimited access ### You have read of your 10 complimentary tucson.com article(s) this month. ### Subscribe today for unlimited access ### Sunny. High 97F. Winds SSW at 10 to 20 mph.. ### Tonight ### Clear skies. Low near 65F. W winds shifting to SE at 10 to 15 mph. ### Updated: June 1, 2019 @ 7:35 am ### Email ### Law enforcement officials work outside a municipal building that was the scene of a shooting, Saturday, June 1, 2019, in Virginia Beach, Va. A longtime city employee opened fire at the building Friday before police shot and killed him, authorities said. ### Patrick Semansky ### Police work the scene where eleven people were killed during a mass shooting at the Virginia Beach city public works building, Friday, May 31, 2019 in Virginia Beach, Va. A longtime, disgruntled city employee opened fire at a municipal building in Virginia Beach on Friday, killing 11 people before police fatally shot him, authorities said. Six other people were wounded in the shooting, including a police officer whose bulletproof vest saved his life, said Virginia Beach Police Chief James Cervera. ### L. Todd Spencer ### Police say 11 people have been killed and six others injured in a mass shooting at a municipal building in Virginia Beach. ### Virginia Beach Mayor Bobby Dyer, left, looks on as City Councilman Aaron Rouse, right, comforts Chief of Police James Cervera following a press conference, Friday, May 31, 2019 in Virginia Beach, Va. A longtime city employee opened fire at a municipal building in Virginia Beach on Friday, killing 11 people before police shot and killed him, authorities said. Six other people were wounded in the shooting, including a police officer whose bulletproof vest saved his life, said Virginia Beach Police Chief James Cervera. ### Kaitlin McKeown ### Police work the scene of a mass shooting at the Virginia Beach city public works building Friday, May 31, 2019 in Virginia Beach, Va. A longtime city employee opened fire at a municipal building in Virginia Beach on Friday, killing 11 people before police shot and killed him, authorities said. Six other people were wounded in the shooting, including a police officer whose bulletproof vest saved his life, said Virginia Beach Police Chief James Cervera. ### L. Todd Spencer ### Police work the scene where eleven people were killed during a mass shooting at the Virginia Beach city public works building, Friday, May 31, 2019 in Virginia Beach, Va. A longtime, disgruntled city employee opened fire at a municipal building in Virginia Beach on Friday, killing 11 people before police fatally shot him, authorities said. Six other people were wounded in the shooting, including a police officer whose bulletproof vest saved his life, said Virginia Beach Police Chief James Cervera. ### L. Todd Spencer ### Family members gather outside the Princess Anne Middle School in Virginia Beach, Va, on Friday, May 31, 2019. A longtime city employee opened fire at a municipal building in Virginia Beach on Friday, killing 11 people before police shot and killed him, authorities said. Six other people were wounded in the shooting, including a police officer whose bulletproof vest saved his life, said Virginia Beach Police Chief James Cervera. ### Vicki Cronis-Nohe ### A police officer stands out in front of City Hall next to the building where eleven people were killed during a mass shooting at the Virginia Beach city public works building, Friday, May 31, 2019 in Virginia Beach, Va. A longtime, disgruntled city employee opened fire at a municipal building in Virginia Beach on Friday, killing 11 people before police fatally shot him, authorities said. Six other people were wounded in the shooting, including a police officer whose bulletproof vest saved his life, said Virginia Beach Police Chief James Cervera. ### L. Todd Spencer ### Police work the scene where eleven people were killed during a mass shooting at the Virginia Beach city public works building, Friday, May 31, 2019 in Virginia Beach, Va. A longtime, disgruntled city employee opened fire at a municipal building in Virginia Beach on Friday, killing 11 people before police fatally shot him, authorities said. Six other people were wounded in the shooting, including a police officer whose bulletproof vest saved his life, said Virginia Beach Police Chief James Cervera. ### L. Todd Spencer ### Police work the scene where eleven people were killed during a mass shooting at the Virginia Beach city public works building, Friday, May 31, 2019 in Virginia Beach, Va. A longtime, disgruntled city employee opened fire at a municipal building in Virginia Beach on Friday, killing 11 people before police fatally shot him, authorities said. Six other people were wounded in the shooting, including a police officer whose bulletproof vest saved his life, said Virginia Beach Police Chief James Cervera. ### L. Todd Spencer ### Members of Mount Olive Baptist Church pray near a municipal building that was the scene of a shooting, Saturday, June 1, 2019, in Virginia Beach, Va. A longtime city employee opened fire at the building Friday before police shot and killed him, authorities said. ### Patrick Semansky ### Emergency vehicles respond near the intersection of Princess Anne Road and Nimmo Parkway following a shooting at the Virginia Beach Municipal Center on Friday, May 31, 2019, in Virginia Beach, Va. At least one shooter wounded multiple people at a municipal center in Virginia Beach on Friday, according to police, who said a suspect has been taken into custody. ### Kaitlin McKeown ### A police officer directs traffic away from the intersection of Princess Anne Road and Nimmo Parkway following a shooting at the Virginia Beach Municipal Center on Friday, May 31, 2019, in Virginia Beach, Va. At least one shooter wounded multiple people at a municipal center in Virginia Beach on Friday, according to police, who said a suspect has been taken into custody. ### Kaitlin McKeown ### An ambulance turns on Nimmo Parkway following a shooting at the Virginia Beach Municipal Center on Friday, May 31, 2019, in Virginia Beach, Va. At least one shooter wounded multiple people at a municipal center in Virginia Beach on Friday, according to police, who said a suspect has been taken into custody. ### Kaitlin McKeown ### Emergency vehicles fill the parking lot at the Princess Anne Middle School in Virginia Beach, Va, on Friday, May 31, 2019. A longtime city employee opened fire at a municipal building in Virginia Beach on Friday, killing 11 people before police shot and killed him, authorities said. Six other people were wounded in the shooting, including a police officer whose bulletproof vest saved his life, said Virginia Beach Police Chief James Cervera. ### Vicki Cronis-Nohe ### Virginia Gov/ Ralph Northam, left, listens during a news conference in Virginia Beach, Va. Friday, May 31, 2019. A longtime city employee opened fire in a municipal building in Virginia Beach on Friday, killing several people on three floors and sending terrified co-workers scrambling for cover before police shot and killed him following a ""long gun-battle,"" authorities said. ### Vicki Cronis-Nohe ### Virginia Beach Chief of Police James Cervera speaks during a press conference about a shooting that left eleven dead and six injured at the Virginia Beach Municipal Center on Friday, May 31, 2019 in Virginia Beach, Va. A longtime city employee opened fire at a municipal building in Virginia Beach on Friday, killing 11 people before police shot and killed him, authorities said. Six other people were wounded in the shooting, including a police officer whose bulletproof vest saved his life, said Virginia Beach Police Chief James Cervera. ### Kaitlin McKeown ### Virginia State Police vehicles block a street near the scene of a shooting at a municipal building in Virginia Beach, Va., early Saturday, June 1, 2019. A longtime city employee opened fire at a municipal building in Virginia Beach on Friday, killing several people and sending terrified co-workers scrambling for cover before police shot and killed him, authorities said. ### Patrick Semansky ### At least one shooter wounded multiple people at a municipal center in Virginia Beach on Friday, according to police, who said a suspect has been taken into custody and they believe there was only one shooter. ### Virginia Beach Police Chief James Cervera speaks at a news conference on a shooting at a municipal building, Saturday, June 1, 2019, in Virginia Beach, Va. Authorities identified the suspect as DeWayne Craddock, a longtime city employee who opened fire at the building Friday before police shot and killed him, authorities said. ### Patrick Semansky ### Shelia Cook, left, and Renee Russell, members of Mount Olive Baptist Church, embrace after praying near a municipal building that was the scene of a shooting, Saturday, June 1, 2019, in Virginia Beach, Va. A longtime city employee opened fire at the building Friday before police shot and killed him, authorities said. ### Patrick Semansky",060119,1,"Police work the scene where eleven people were killed during a mass shooting at the Virginia Beach city public works building, Friday, May 31, 2019 in Virginia Beach, Va. A longtime, disgruntled city employee opened fire at a municipal building in Virginia Beach on Friday, killing 11 people before police fatally shot him, authorities said. Six other people were wounded in the shooting, including a police officer whose bulletproof vest saved his life, said Virginia Beach Police Chief James Cervera.###L. Todd Spencer###Police work the scene where eleven people were killed during a mass shooting at the Virginia Beach city public works building, Friday, May 31, 2019 in Virginia Beach, Va. A longtime, disgruntled city employee opened fire at a municipal building in Virginia Beach on Friday, killing 11 people before police fatally shot him, authorities said. Six other people were wounded in the shooting, including a police officer whose bulletproof vest saved his life, said Virginia Beach Police Chief James Cervera.","[45, 46, 47, 48, 49, 50, 51]","<p>Police work the scene where eleven people were killed during a mass shooting at the Virginia Beach city public works building, Friday, May 31, 2019 in Virginia Beach, Va. A longtime, disgruntled city employee opened fire at a municipal building in Virginia Beach on Friday, killing 11 people before police fatally shot him, authorities said. Six other people were wounded in the shooting, including a police officer whose bulletproof vest saved his life, said Virginia Beach Police Chief James Cervera.</p><p>L. Todd Spencer</p><p>Police work the scene where eleven people were killed during a mass shooting at the Virginia Beach city public works building, Friday, May 31, 2019 in Virginia Beach, Va. A longtime, disgruntled city employee opened fire at a municipal building in Virginia Beach on Friday, killing 11 people before police fatally shot him, authorities said. Six other people were wounded in the shooting, including a police officer whose bulletproof vest saved his life, said Virginia Beach Police Chief James Cervera.</p>"
14894,"comments ### Going to the hospital and having an operation performed on your wrong limb may sound like something from a comedy movie. ### But the mistake may be more common than you think, according to researchers who claimed surgeons don't always confess to their errors. ### Doctors tracked how many wrong side error incidents had been reported across 100 Spanish hospitals over the past decade. ### They found 81 had been officially recorded during the time frame – but warned this figure was likely just to be the tip of the iceberg. ### Going to the hospital and having an operation performed on your wrong limb may sound like something from a comedy movie. But the mistake may be more common than you think, according to researchers who claimed surgeons don't always confess to their errors ### Studies have estimated one wrong side surgery per 100,000 procedures – but the academics suggested the rate may be closer to one in every 16,000. ### Dr Daniel Arnal, from the Hospital Universitario Fundación Alcorcón, Madrid, Spain, led the research analysing incidents between 2007 and 2018. ### He said: 'The stark reality is due to the lack of reporting to incident databases, these figures most likely represent an underestimate of the true situation. ### RELATED ARTICLES ### Share this article ### Share ### 'However, the reporting of wrong side errors have led to substantial corrective measures to prevent their repetition in our hospitals.' ### Almost half of the incidents (48 per cent) occurred in orthopaedic surgery, operations on bones, joints, ligaments and muscles. ### Ophthalmology surgery – operations on the eye – was responsible for 28 per cent of all of the recorded wrong site errors. ### WHAT IS A NEVER EVENT? ### Never events represent a fraction of the 4.6 million surgical procedures carried out each year and only occur in one in 20,000 cases of surgery. ### They include operating on the wrong body parts, mixing up organs and leaving surgical tools inside patients. ### Such incident have even led to deaths, including that of Frank Hibbard, who had undergone cancer surgery in October 2001 at Luton and Dunstable Hospital. ### Bungling medics left an 8cm-long piece of gauze inside his pelvis, which triggered a soft tissue cancer and led to the lorry driver's death, aged just 69. ### In 2015, Britain was called out for being one of the worst offenders for leaving items inside patients by the Organisation for Economic Co-operation and Development. ### Most of the errors (45) involved anaesthetic being given on the wrong side of the body. Severe harm was caused on three occasions. ### The remaining 36 revolved around the surgical procedure itself, according to the study presented at the Euroanaesthesia Congress in Vienna. ### An analysis of how the mistakes happened revealed patients were to blame for around 20 per cent, and incorrect site marking responsible for 16 per cent. ### Surgeons were distracted in eight per cent of the cases, and rushing was to blame for around 17 per cent of the errors. ### The remaining were caused by medics not having a surgical safety checklist, or not using it correctly. ### Dr Arnal added: 'Our findings highlight the need for adequate training and appropriate use of surgical check-lists. ### 'While these serious wrong side events are extremely rare, our mission should be to drive them down to zero.' ### A never event is defined as a catastrophic hospital blunders deemed so serious that it should never take place, such as operating on the wrong body parts. ### To avoid such a blunder, health officials advocate the use of standardised patient wristbands and the World Health Organization's Surgical Safety Checklist. ### The WHO measure, introduced a decade ago, was launched as a tool to improve the safety of surgery and prevent unnecessary deaths. ### It helps medics ensure they don't operate on the wrong patient, perform the wrong procedure or operate on the wrong part of their body. ### The data was taken from incidents reported to SENSAR, the Spanish Safety Reporting System in Anaesthesia and Resuscitation. ### The database covers 100 predominantly large hospitals across Spain, including one sin the Canary Islands, Madrid and Barcelona.",060119,1,"Ophthalmology surgery – operations on the eye – was responsible for 28 per cent of all of the recorded wrong site errors.###WHAT IS A NEVER EVENT?###Never events represent a fraction of the 4.6 million surgical procedures carried out each year and only occur in one in 20,000 cases of surgery.###They include operating on the wrong body parts, mixing up organs and leaving surgical tools inside patients.###Such incident have even led to deaths, including that of Frank Hibbard, who had undergone cancer surgery in October 2001 at Luton and Dunstable Hospital.###Bungling medics left an 8cm-long piece of gauze inside his pelvis, which triggered a soft tissue cancer and led to the lorry driver's death, aged just 69.","[15, 16, 17, 18, 19, 20, 21]","<p>Ophthalmology surgery – operations on the eye – was responsible for 28 per cent of all of the recorded wrong site errors.</p><p>WHAT IS A NEVER EVENT?</p><p>Never events represent a fraction of the 4.6 million surgical procedures carried out each year and only occur in one in 20,000 cases of surgery.</p><p>They include operating on the wrong body parts, mixing up organs and leaving surgical tools inside patients.</p><p>Such incident have even led to deaths, including that of Frank Hibbard, who had undergone cancer surgery in October 2001 at Luton and Dunstable Hospital.</p><p>Bungling medics left an 8cm-long piece of gauze inside his pelvis, which triggered a soft tissue cancer and led to the lorry driver's death, aged just 69.</p>"
64866,You have two-factor authentication enabled on this account because you're awesome. ### Username,060119,-1,You have two-factor authentication enabled on this account because you're awesome.###Username,"[0, 1]",<p>You have two-factor authentication enabled on this account because you're awesome.</p><p>Username</p>
74766,"FacebookEmail Twitter Google+ LinkedIn Pinterest ### Notes: Brewers place Gio Gonzalez on injured list with arm fatigue, Davies to start Sunday ### The Brewers placed left-hander Gio Gonzalez on the injured list with arm fatigue and moved up Zach Davies to take his place Sunday against Pittsburgh. ### Post to Facebook ### Notes: Brewers place Gio Gonzalez on injured list with arm fatigue, Davies to start Sunday   The Brewers placed left-hander Gio Gonzalez on the injured list with arm fatigue and moved up Zach Davies to take his place Sunday against Pittsburgh.    Check out this story on fdlreporter.com: https://www.jsonline.com/story/sports/mlb/brewers/2019/06/01/notes-gonzalez-goes-injured-list-davies-moved-up-pitch-sunday/1290889001/ ### CancelSend ### A link has been sent to your friend's email address. ### Posted! ### A link has been posted to your Facebook feed. ### Join the Conversation",060119,1,"FacebookEmail Twitter Google+ LinkedIn Pinterest###Notes: Brewers place Gio Gonzalez on injured list with arm fatigue, Davies to start Sunday###The Brewers placed left-hander Gio Gonzalez on the injured list with arm fatigue and moved up Zach Davies to take his place Sunday against Pittsburgh.###Post to Facebook###Notes: Brewers place Gio Gonzalez on injured list with arm fatigue, Davies to start Sunday The Brewers placed left-hander Gio Gonzalez on the injured list with arm fatigue and moved up Zach Davies to take his place Sunday against Pittsburgh. Check out this story on fdlreporter.com: https://www.jsonline.com/story/sports/mlb/brewers/2019/06/01/notes-gonzalez-goes-injured-list-davies-moved-up-pitch-sunday/1290889001/","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","<p>FacebookEmail Twitter Google+ LinkedIn Pinterest</p><p>Notes: Brewers place Gio Gonzalez on injured list with arm fatigue, Davies to start Sunday</p><p>The Brewers placed left-hander Gio Gonzalez on the injured list with arm fatigue and moved up Zach Davies to take his place Sunday against Pittsburgh.</p><p>Post to Facebook</p><p>Notes: Brewers place Gio Gonzalez on injured list with arm fatigue, Davies to start Sunday The Brewers placed left-hander Gio Gonzalez on the injured list with arm fatigue and moved up Zach Davies to take his place Sunday against Pittsburgh. Check out this story on fdlreporter.com: https://www.jsonline.com/story/sports/mlb/brewers/2019/06/01/notes-gonzalez-goes-injured-list-davies-moved-up-pitch-sunday/1290889001/</p>"
38427,"A look at what passed and failed in the Alabama Legislature ### Follow Us ### Was Mueller nudging Congress to impeach Trump ### Question of the Day ### Print ### By -         Associated Press  -                                                                         Friday, May 31, 2019 ### MONTGOMERY, Ala. (AP) - Alabama lawmakers ended the 2019 legislative session on Friday. Here’s a look at some of the proposals that passed and failed this year. ### WHAT WAS APPROVED: ### ___ ### GAS TAX ### Gov. Kay Ivey called lawmakers into special session to approve the gas tax increase to fund road and bridge construction. The 10-cent-a-gallon gas tax increase will be phased in over three years beginning with a six-cent increase on Sept. 1 ### ___ ### ABORTION BAN ### The ban makes it a felony to perform an abortion unless the mother’s life is in danger. It is anticipated that it will be blocked by the courts. A lawsuit has been filed challenging the ban. ### ___ ### THIRD GRADE READING ### The legislation will require third graders to meet reading benchmarks before moving to fourth grade. The bill also spells out initiatives, such as requiring regional reading specialists to work with struggling students, to boost test scores. ### __ ### STATE SCHOOL BOARD ### Alabama voters will decide next year whether they want to abolish the elected state school board and replace it with a nine-member commission. Members would be appointed by the governor and confirmed by the Alabama Senate. ### ___ ### PAY RAISES FOR TEACHERS, OTHERS ### Teachers and other public school employees will receive a 4% pay raise. State employees will receive a 2% raise. Lawmakers also voted to raise the pay for correctional officers as the state faces a federal court order to add officers. ### ___ ### PAROLE BOARD OVERHAUL ### The bill makes multiple changes at the state parole board, including making a gubernatorial appointee who could be dismissed at will by the governor. The board currently hires the director. ### ___ ### EQUAL PAY ### The legislation prohibits businesses from paying workers less than employees of another race or sex for the same work unless there are reasons such as seniority, a merit system or productivity to account for the difference. ### ___ ### JAIL FOOD ### Alabama lawmakers voted to end a practice that allowed some sheriffs to pocket leftover jail food funds. The bill requires the food allowance to go into a separate account that can only be used for feeding prisoners. ### ___ ### CIVIL ASSET FORFEITURE ### The measures would track how often prosecutors use civil actions to seize a person’s property for suspected criminal activity. State prosecutors agreed this year to track the forfeitures, but the legislation would mandate it. ### ___ ### MEDICAL MARIJUANA STUDY COMMISSION ### Lawmakers voted to create a medical marijuana commission that would make recommendations for legislation that lawmakers might consider in 2020. ### ___ ### BROADBAND ACCESS ### The governor signed into law two bills aimed at expanding broadband access. One bill expands an existing grant program for broadband providers in rural communities. Another allows electricity providers to use existing infrastructure to provide broadband services. ### ___ ### MARRIAGE LICENSES ### Marriage licenses would be replaced with a new form called a marriage certificate. The change comes after several probate judges stopped issuing marriage licenses so they don’t have to give them to gay couples. Judges wouldn’t have to sign the new forms before a wedding. ### ___ ### BACKSEAT SEATBELTS ### The measure would require a person to wear a seat belt in the backseat of a moving vehicle. The legislation is named for a Montgomery teen killed in a car crash. ### ___ ### ___ ### LOTTERY ### A proposal to start a state lottery cleared the Alabama Senate, but it did not get a vote in the House. ### ___ ### PERMITLESS CARRY ### A bill to allow a person to carry a concealed handgun without getting a special permit failed to win approval in a Senate committee. The bill was backed by gun rights groups but opposed by state sheriffs. ### ___ ### MARIJUANA DECRIMINALIZATION ### The bill would have made possession of small amounts of marijuana punishable by a fine instead of jail time. An Alabama Senate committee advanced the bill, but it did not get final approval. ### ___ ### MEDICAL MARIJUANA ### The Senate approved a bill that would allow people with certain medical conditions to purchase medical marijuana with a doctor’s approval. However, the measure stalled in the House. ### ___ ### PAYDAY LOAN ### The proposal would extend the time that people have to repay a payday loan to 30 days. The proposal was designed to give borrowers more opportunity to raise the funds needed to repay a loan. ### ___ ### MANDATORY KINDERGARTEN ### The proposal would have required student to attend kindergarten before starting first grade. Most students do attend kindergarten, but it is not mandatory. ### ___ ### ETHICS OVERHAUL ### A Senate committee shelved a proposal that would have done away with a ban on gifts to public officials but replaced it with a requirement to report everything that was given. ### ___",060119,1,"_ __###PAY RAISES FOR TEACHERS, OTHERS###Teachers and other public school employees will receive a 4% pay raise. State employees will receive a 2% raise. Lawmakers also voted to raise the pay for correctional officers as the state faces a federal court order to add officers.","[30, 31, 32, 33, 34, 35]","<p>_ __</p><p>PAY RAISES FOR TEACHERS, OTHERS</p><p>Teachers and other public school employees will receive a 4% pay raise. State employees will receive a 2% raise. Lawmakers also voted to raise the pay for correctional officers as the state faces a federal court order to add officers.</p>"
36585,"Crash shuts down I-71 southbound on North Side ###  ### Bill Bush The Columbus Dispatch   @ReporterBush ### Saturday ### Jun 1, 2019 at 3:40 PM ### A two-vehicle crash with multiple serious injuries shut down I-71 southbound near Hudson at around 3:10 p.m. ### Columbus rescue crews were working to extricate a motorist from a damaged vehicle. Southbound traffic on the freeway was being diverted off to side streets. It is unclear when the freeway will reopen. ### bbush@dispatch.com",060119,-1,"Bill Bush The Columbus Dispatch @ReporterBush###Saturday###Jun 1, 2019 at 3:40 PM###A two-vehicle crash with multiple serious injuries shut down I-71 southbound near Hudson at around 3:10 p.m.###Columbus rescue crews were working to extricate a motorist from a damaged vehicle. Southbound traffic on the freeway was being diverted off to side streets. It is unclear when the freeway will reopen.","[2, 3, 4, 5, 6, 7, 8, 9, 10]","<p>Bill Bush The Columbus Dispatch @ReporterBush</p><p>Saturday</p><p>Jun 1, 2019 at 3:40 PM</p><p>A two-vehicle crash with multiple serious injuries shut down I-71 southbound near Hudson at around 3:10 p.m.</p><p>Columbus rescue crews were working to extricate a motorist from a damaged vehicle. Southbound traffic on the freeway was being diverted off to side streets. It is unclear when the freeway will reopen.</p>"
52379,"Gordon White | Star.Ships: A Prehistory Of The Spirits, Gobekli Tepe & Our Magical Past ### Friday, May 31, 2019 7:41 ### % of readers think this story is Fact. Add your two cents. ### Conspiracy, Mystery, And Comedy. Boom. THC’s favorite chaos magician, Gordon White, of http://runesoup.com/ joins the podcast to talk about his new book Star.Ships: A Prehistory Of The Spirits which addresses the question of who we are now by tracing where we come from, and by drawing out the stories and the spirits that have journeyed and evolved with us. The goal is, as Gordon writes, the restoration of context. Pick up a classy, high-craftsmanship copy at http://scarletimprint.com/books/star-ships/ It will be the coolest, and most eye catching item on your bookshelf.",060119,1,"Gordon White | Star. Ships: A Prehistory Of The Spirits, Gobekli Tepe & Our Magical Past###Friday, May 31, 2019 7:41###% of readers think this story is Fact. Add your two cents.###Conspiracy, Mystery, And Comedy. Boom. THC’s favorite chaos magician, Gordon White, of http://runesoup.com/ joins the podcast to talk about his new book Star. Ships: A Prehistory Of The Spirits which addresses the question of who we are now by tracing where we come from, and by drawing out the stories and the spirits that have journeyed and evolved with us. The goal is, as Gordon writes, the restoration of context. Pick up a classy, high-craftsmanship copy at http://scarletimprint.com/books/star-ships/ It will be the coolest, and most eye catching item on your bookshelf.","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]","<p>Gordon White | Star. Ships: A Prehistory Of The Spirits, Gobekli Tepe & Our Magical Past</p><p>Friday, May 31, 2019 7:41</p><p>% of readers think this story is Fact. Add your two cents.</p><p>Conspiracy, Mystery, And Comedy. Boom. THC’s favorite chaos magician, Gordon White, of http://runesoup.com/ joins the podcast to talk about his new book Star. Ships: A Prehistory Of The Spirits which addresses the question of who we are now by tracing where we come from, and by drawing out the stories and the spirits that have journeyed and evolved with us. The goal is, as Gordon writes, the restoration of context. Pick up a classy, high-craftsmanship copy at http://scarletimprint.com/books/star-ships/ It will be the coolest, and most eye catching item on your bookshelf.</p>"
14508,Partly cloudy. A stray shower or thunderstorm is possible. Low around 50F. Winds SE at 5 to 10 mph. ### Tomorrow 06/02 ### Partly cloudy. A stray shower or thunderstorm is possible. High around 75F. Winds E at 10 to 20 mph. ### Sun,060119,-1,Partly cloudy. A stray shower or thunderstorm is possible. Low around 50F. Winds SE at 5 to 10 mph.###Tomorrow 06/02###Partly cloudy. A stray shower or thunderstorm is possible. High around 75F. Winds E at 10 to 20 mph.###Sun,"[0, 1, 2, 3, 4, 5, 6, 7]",<p>Partly cloudy. A stray shower or thunderstorm is possible. Low around 50F. Winds SE at 5 to 10 mph.</p><p>Tomorrow 06/02</p><p>Partly cloudy. A stray shower or thunderstorm is possible. High around 75F. Winds E at 10 to 20 mph.</p><p>Sun</p>
44223,© 2019 Patch Media. All Rights Reserved.  ### Success! You're now signed up for local updates. ### Daily Newsletter The latest Hollywood news delivered to your inbox every morning. ### Breaking News Alerts Real-time updates on breaking stories in Hollywood. ### Let's go!,060119,-1,Success! You're now signed up for local updates.###Daily Newsletter The latest Hollywood news delivered to your inbox every morning.###Breaking News Alerts Real-time updates on breaking stories in Hollywood.###Let's go!,"[2, 3, 4, 5, 6, 7]",<p>Success! You're now signed up for local updates.</p><p>Daily Newsletter The latest Hollywood news delivered to your inbox every morning.</p><p>Breaking News Alerts Real-time updates on breaking stories in Hollywood.</p><p>Let's go!</p>
17345,"Don't have an account? Sign Up Today ### My Account ### Lots of sunshine. High near 80F. Winds NW at 10 to 20 mph.. ### Tonight ### Clear to partly cloudy. Low 52F. Winds N at 10 to 20 mph. ### Updated: June 1, 2019 @ 5:36 am ### 'First-Plymouth Presents' returns to Brewsky's June 2 ### Save ### First-Plymouth Church’s series “First-Plymouth Presents” returns this Sunday, June 2, downstairs at Brewsky’s Bar & Grill in the Haymarket, 201 N. Eighth St. “Presents” begins at 6:30 p.m. with live music by the reggae band 23rd Vibrations. The program, “A Sermon and A Band” with Patrick Messer and Jim Keck, begins at 7 p.m. ### You don’t always have to be in a pew on a Sunday morning to enjoy music and a sermon. You can also have food and a beer while listening to an inspiring message. Change things up and try church in a bar! ### ×",060119,-1,"Clear to partly cloudy. Low 52F. Winds N at 10 to 20 mph.###Updated: June 1, 2019 @ 5:36 am###'First-Plymouth Presents' returns to Brewsky's June 2###Save###First-Plymouth Church’s series “First-Plymouth Presents” returns this Sunday, June 2, downstairs at Brewsky’s Bar & Grill in the Haymarket, 201 N. Eighth St. “Presents” begins at 6:30 p.m. with live music by the reggae band 23rd Vibrations. The program, “A Sermon and A Band” with Patrick Messer and Jim Keck, begins at 7 p.m.","[7, 8, 9, 10, 11, 12, 13, 14, 15]","<p>Clear to partly cloudy. Low 52F. Winds N at 10 to 20 mph.</p><p>Updated: June 1, 2019 @ 5:36 am</p><p>'First-Plymouth Presents' returns to Brewsky's June 2</p><p>Save</p><p>First-Plymouth Church’s series “First-Plymouth Presents” returns this Sunday, June 2, downstairs at Brewsky’s Bar & Grill in the Haymarket, 201 N. Eighth St. “Presents” begins at 6:30 p.m. with live music by the reggae band 23rd Vibrations. The program, “A Sermon and A Band” with Patrick Messer and Jim Keck, begins at 7 p.m.</p>"
77081,"by Sarah Gantz ### About 5 percent of adults over age 65 said they skipped or rationed medication, or didn't fill a prescription because of cost, according to a new report. ### Vaccines aren’t just for kids: Why it’s important for adults to keep up with their immunizations ### by Terri Akman, For the Inquirer ### With my first grandchild due in a matter of weeks, I knew I had to be current on my own vaccinations, since the baby couldn’t receive immunizations for some time to come. ### You don’t need to shave there, but be careful if you do ### by Jules Lipoff, For The Inquirer ### A dermatologist says there is no hygienic or medical reason you need to remove hair; but if you must, here's the safest ways.",060119,1,"With my first grandchild due in a matter of weeks, I knew I had to be current on my own vaccinations, since the baby couldn’t receive immunizations for some time to come.###You don’t need to shave there, but be careful if you do###by Jules Lipoff, For The Inquirer###A dermatologist says there is no hygienic or medical reason you need to remove hair; but if you must, here's the safest ways.","[6, 7, 8, 9, 10]","<p>With my first grandchild due in a matter of weeks, I knew I had to be current on my own vaccinations, since the baby couldn’t receive immunizations for some time to come.</p><p>You don’t need to shave there, but be careful if you do</p><p>by Jules Lipoff, For The Inquirer</p><p>A dermatologist says there is no hygienic or medical reason you need to remove hair; but if you must, here's the safest ways.</p>"
